status,"convert(date,date)",sum(amount),count(trans_id),"count(distinct client_id)"
A,1998-02-12,536786.6003417969,74,70
A,1998-02-13,304845,35,32
A,1998-02-14,443106,37,32
A,1998-02-15,320793,19,18
A,1998-02-16,170571,24,23
A,1998-02-17,250918,18,17
A,1998-02-18,130808,13,13
A,1998-02-19,259454,17,15
A,1998-02-20,60175,8,8
A,1998-02-21,175289,17,17
A,1998-02-22,287070,15,13
A,1998-02-23,157656,14,14
A,1998-02-24,193308,14,13
A,1998-02-25,77370,7,7
A,1998-02-26,128181,7,6
A,1998-02-27,222299,12,12
A,1998-02-28,374292.7000948936,452,203
A,1998-03-01,126522,11,11
A,1998-03-02,197901,17,15
A,1998-03-03,347826,20,17
A,1998-03-04,145890,17,17
A,1998-03-05,632854,51,47
A,1998-03-06,215863,30,28
A,1998-03-07,341641,36,32
A,1998-03-08,465644,35,32
A,1998-03-09,294685,33,33
A,1998-03-10,366588,37,37
A,1998-03-11,430110,37,33
A,1998-03-12,487197.7004394531,66,63
A,1998-03-13,290018,32,31
A,1998-03-14,574004,43,41
A,1998-03-15,201381,19,18
A,1998-03-16,51500,8,8
A,1998-03-17,183074,24,24
A,1998-03-18,373290,22,19
A,1998-03-19,235658,19,19
A,1998-03-20,176252,16,16
A,1998-03-21,277713,17,15
A,1998-03-22,247939,17,16
A,1998-03-23,180307,17,17
A,1998-03-24,243316,19,18
A,1998-03-25,294738,15,13
A,1998-03-26,148760,16,16
A,1998-03-27,94022,9,9
A,1998-03-28,114781,10,10
A,1998-03-29,108693,11,11
A,1998-03-30,207704,15,12
A,1998-03-31,368995.2000389099,448,203
A,1998-04-01,245155,22,22
A,1998-04-02,327686,25,24
A,1998-04-03,149691,19,19
A,1998-04-04,218364,20,19
A,1998-04-05,632902,47,46
A,1998-04-06,411397,34,32
A,1998-04-07,292830,37,35
A,1998-04-08,476400,36,35
A,1998-04-09,278241,29,27
A,1998-04-10,530655,44,41
A,1998-04-11,314175,38,35
A,1998-04-12,491121.19921875,64,57
A,1998-04-13,354023,35,32
A,1998-04-14,448189,38,36
A,1998-04-15,159956,18,18
A,1998-04-16,234748,18,18
A,1998-04-17,269347,18,18
A,1998-04-18,106277,11,11
A,1998-04-19,238390,17,15
A,1998-04-20,233433,17,16
A,1998-04-21,111107,14,14
A,1998-04-22,119595,11,10
A,1998-04-23,134737,11,11
A,1998-04-24,285830,19,18
A,1998-04-25,417752,24,23
A,1998-04-26,234681,14,11
A,1998-04-27,163777,13,12
A,1998-04-28,333983,17,15
A,1998-04-29,229139,14,13
A,1998-04-30,302429.0999765396,450,203
A,1998-05-01,156092,16,16
A,1998-05-02,230931,20,19
A,1998-05-03,163361,13,13
A,1998-05-04,322789,24,23
A,1998-05-05,620263,42,39
A,1998-05-06,218529,27,25
A,1998-05-07,511454,38,35
A,1998-05-08,551786,38,34
A,1998-05-09,539066,36,30
A,1998-05-10,272252,28,24
A,1998-05-11,304502,36,36
A,1998-05-12,500974.8000488281,66,59
A,1998-05-13,379755,36,35
A,1998-05-14,463666,39,36
A,1998-05-15,181119,20,17
A,1998-05-16,219907,19,18
A,1998-05-17,303529,20,18
A,1998-05-18,257700,21,18
A,1998-05-19,231244,19,19
A,1998-05-20,176404,13,13
A,1998-05-21,133429,11,11
A,1998-05-22,246007,18,17
A,1998-05-23,272764,16,15
A,1998-05-24,204689,15,14
A,1998-05-25,236374,23,22
A,1998-05-26,174873,11,11
A,1998-05-27,69644,8,8
A,1998-05-28,91578,8,7
A,1998-05-29,205264,13,12
A,1998-05-30,123853,14,14
A,1998-05-31,592786.9001655579,462,203
A,1998-06-01,322569,18,18
A,1998-06-02,195027,19,18
A,1998-06-03,375960,30,27
A,1998-06-04,333830,19,18
A,1998-06-05,850239,58,50
A,1998-06-06,320771.5,32,31
A,1998-06-07,654947,39,33
A,1998-06-08,641244,35,31
A,1998-06-09,450916,37,36
A,1998-06-10,477827,39,34
A,1998-06-11,489189,37,36
A,1998-06-12,581300.9997558594,66,54
A,1998-06-13,479821,43,41
A,1998-06-14,897662,55,47
A,1998-06-15,285244,22,22
A,1998-06-16,251486,23,22
A,1998-06-17,311272,19,17
A,1998-06-18,434387,24,24
A,1998-06-19,238588,15,15
A,1998-06-20,112427,11,10
A,1998-06-21,343735,22,21
A,1998-06-22,285453,19,19
A,1998-06-23,264742,17,17
A,1998-06-24,541594,26,24
A,1998-06-25,215749,15,15
A,1998-06-26,96265,9,9
A,1998-06-27,318821,19,17
A,1998-06-28,263149,19,18
A,1998-06-29,298403,19,18
A,1998-06-30,359177.1000804901,451,203
A,1998-07-01,285603,18,18
A,1998-07-02,55940,15,15
A,1998-07-03,236154,23,22
A,1998-07-04,106762,10,10
A,1998-07-05,626823,45,42
A,1998-07-06,509448,40,35
A,1998-07-07,497166,41,33
A,1998-07-08,618951,36,32
A,1998-07-09,311789,34,32
A,1998-07-10,393587,43,40
A,1998-07-11,454788,34,33
A,1998-07-12,576877.7995605469,60,54
A,1998-07-13,444361,40,36
A,1998-07-14,608467,43,39
A,1998-07-15,199318,16,16
A,1998-07-16,214920,22,20
A,1998-07-17,234579,19,17
A,1998-07-18,340431,21,21
A,1998-07-19,220169,16,15
A,1998-07-20,169429,18,17
A,1998-07-21,236224,24,23
A,1998-07-22,136463,16,15
A,1998-07-23,368124,25,22
A,1998-07-24,358867,20,19
A,1998-07-25,191390,10,9
A,1998-07-26,125354,11,10
A,1998-07-27,144821,12,11
A,1998-07-28,133919,14,14
A,1998-07-29,117762,14,13
A,1998-07-30,273403,20,19
A,1998-07-31,390409.800157167,452,203
A,1998-08-01,305308,20,19
A,1998-08-02,292422,22,19
A,1998-08-03,166541,12,11
A,1998-08-04,267606,15,13
A,1998-08-05,691673,46,42
A,1998-08-06,283581,30,27
A,1998-08-07,340114,33,30
A,1998-08-08,495877,44,43
A,1998-08-09,394170,32,29
A,1998-08-10,277034,39,35
A,1998-08-11,317367,35,32
A,1998-08-12,388197.89990234375,46,41
A,1998-08-13,403670,39,36
A,1998-08-14,467903,42,40
A,1998-08-15,296744,17,15
A,1998-08-16,154250,16,15
A,1998-08-17,251066,20,20
A,1998-08-18,103214,13,13
A,1998-08-19,115466,15,15
A,1998-08-20,310079,25,24
A,1998-08-21,253533,21,18
A,1998-08-22,300721,16,13
A,1998-08-23,320539,22,20
A,1998-08-24,104598,13,13
A,1998-08-25,176749,12,12
A,1998-08-26,210450,13,10
A,1998-08-27,289699,13,11
A,1998-08-28,200794,16,15
A,1998-08-29,223522,20,20
A,1998-08-30,290020,22,17
A,1998-08-31,234397.9001083374,451,203
A,1998-09-01,143565,15,15
A,1998-09-02,217369,17,16
A,1998-09-03,150590,17,17
A,1998-09-04,73429,10,10
A,1998-09-05,582830,48,45
A,1998-09-06,228422,31,29
A,1998-09-07,527112,41,37
A,1998-09-08,477035,34,32
A,1998-09-09,411087,35,31
A,1998-09-10,344926,42,40
A,1998-09-11,350192,34,33
A,1998-09-12,364818.8996582031,51,45
A,1998-09-13,354765,33,30
A,1998-09-14,426142,40,38
A,1998-09-15,212747,16,13
A,1998-09-16,310636,24,23
A,1998-09-17,148372,17,16
A,1998-09-18,136811,11,11
A,1998-09-19,323267,27,24
A,1998-09-20,179312,18,16
A,1998-09-21,299259,26,23
A,1998-09-22,281542,19,17
A,1998-09-23,158795,16,16
A,1998-09-24,295868,17,14
A,1998-09-25,151849,11,11
A,1998-09-26,123459,13,13
A,1998-09-27,275085,20,18
A,1998-09-28,353496,23,19
A,1998-09-29,198746,17,15
A,1998-09-30,329752.600107193,447,203
A,1998-10-01,192469,11,11
A,1998-10-02,116031,13,13
A,1998-10-03,259010,17,16
A,1998-10-04,115357,15,14
A,1998-10-05,551740,45,43
A,1998-10-06,589811,42,34
A,1998-10-07,366023,33,31
A,1998-10-08,694988,48,44
A,1998-10-09,347118,36,34
A,1998-10-10,405723,36,36
A,1998-10-11,426838,39,34
A,1998-10-12,369104.6999511719,45,39
A,1998-10-13,291487,36,33
A,1998-10-14,593661,44,39
A,1998-10-15,216033,18,17
A,1998-10-16,360574,25,23
A,1998-10-17,175416,17,16
A,1998-10-18,134258,17,17
A,1998-10-19,288037,17,15
A,1998-10-20,236361,17,16
A,1998-10-21,371126,21,18
A,1998-10-22,225307,17,17
A,1998-10-23,152055,13,12
A,1998-10-24,152722,11,10
A,1998-10-25,158103,14,13
A,1998-10-26,242000,14,13
A,1998-10-27,174304,18,18
A,1998-10-28,255928,20,19
A,1998-10-29,161409,15,14
A,1998-10-30,291355,23,22
A,1998-10-31,424006.5000991821,455,203
A,1998-11-01,146493,13,13
A,1998-11-02,342200,20,18
A,1998-11-03,157960,20,20
A,1998-11-04,252096,22,19
A,1998-11-05,595833,46,43
A,1998-11-06,296930,34,33
A,1998-11-07,286822,33,30
A,1998-11-08,558186,39,35
A,1998-11-09,332346,35,34
A,1998-11-10,359375,37,36
A,1998-11-11,276367,36,31
A,1998-11-12,299799.69970703125,35,32
A,1998-11-13,431600,42,39
A,1998-11-14,539702,45,39
A,1998-11-15,207806,21,21
A,1998-11-16,210029,21,21
A,1998-11-17,98131,14,13
A,1998-11-18,300057,20,20
A,1998-11-19,150752,25,21
A,1998-11-20,473240,25,22
A,1998-11-21,235419,22,21
A,1998-11-22,310608,18,16
A,1998-11-23,125257,13,13
A,1998-11-24,133468,11,11
A,1998-11-25,133733,12,11
A,1998-11-26,311118,16,14
A,1998-11-27,253757,19,18
A,1998-11-28,203197,14,14
A,1998-11-29,275962,18,15
A,1998-11-30,509111.5000896454,458,203
A,1998-12-01,225989,18,18
A,1998-12-02,438551,28,24
A,1998-12-03,235735,20,19
A,1998-12-04,259184,20,18
A,1998-12-05,976241,54,45
A,1998-12-06,395998.5,38,34
A,1998-12-07,593889,38,31
A,1998-12-08,996905,53,44
A,1998-12-09,573343,38,35
A,1998-12-10,517641,43,39
A,1998-12-11,409981,34,32
A,1998-12-12,514202.2998046875,40,37
A,1998-12-13,510776,38,37
A,1998-12-14,335091.5,40,38
A,1998-12-15,428339,24,23
A,1998-12-16,220036,20,19
A,1998-12-17,169148,23,21
A,1998-12-18,284810,25,21
A,1998-12-19,130923,21,21
A,1998-12-20,323896,27,24
A,1998-12-21,157574,15,14
A,1998-12-22,137721,12,12
A,1998-12-23,358635,25,20
A,1998-12-24,135291,16,16
A,1998-12-25,107759,9,8
A,1998-12-26,105968,14,14
A,1998-12-27,166113,18,17
A,1998-12-28,57987,10,9
A,1998-12-29,199659,13,12
A,1998-12-30,251013,14,11
A,1998-12-31,50251.700077056885,230,201
B,1993-01-26,21061,2,1
B,1993-01-31,17,1,1
B,1993-02-25,32890,2,1
B,1993-02-28,102,1,1
B,1993-03-19,200,1,1
B,1993-03-22,1400,2,2
B,1993-03-25,7651,1,1
B,1993-03-26,58532,2,2
B,1993-03-27,49547,2,2
B,1993-03-28,15436,1,1
B,1993-03-31,269.40000915527344,3,3
B,1993-04-11,22060,1,1
B,1993-04-18,52231,2,2
B,1993-04-19,47436,1,1
B,1993-04-20,31932,1,1
B,1993-04-21,47400,2,2
B,1993-04-25,22673,1,1
B,1993-04-26,10500,1,1
B,1993-04-27,33772,1,1
B,1993-04-29,5911,1,1
B,1993-04-30,864.6999912261963,5,4
B,1993-05-04,56048,2,2
B,1993-05-08,8110,1,1
B,1993-05-09,26226,1,1
B,1993-05-11,300,1,1
B,1993-05-13,1017,1,1
B,1993-05-17,68555,2,1
B,1993-05-18,30300,2,1
B,1993-05-21,40000,2,2
B,1993-05-22,2025,1,1
B,1993-05-26,26000,1,1
B,1993-05-27,20639,1,1
B,1993-05-29,43983,2,2
B,1993-05-31,82267.39998245239,9,4
B,1993-06-02,9462,1,1
B,1993-06-05,10400,1,1
B,1993-06-08,18710,2,2
B,1993-06-10,51655,2,2
B,1993-06-11,17362,1,1
B,1993-06-12,10714,2,2
B,1993-06-13,24017,3,3
B,1993-06-17,15800,1,1
B,1993-06-18,42137,2,2
B,1993-06-19,10698,1,1
B,1993-06-20,28000,2,2
B,1993-06-21,32699,1,1
B,1993-06-22,25800,1,1
B,1993-06-24,23813,1,1
B,1993-06-25,11500,1,1
B,1993-06-27,9272,1,1
B,1993-06-29,12400,2,2
B,1993-06-30,10205.400003433228,13,7
B,1993-07-01,42922,1,1
B,1993-07-02,20051,2,2
B,1993-07-07,40954,1,1
B,1993-07-08,10180,2,1
B,1993-07-12,5200,1,1
B,1993-07-13,13466,2,2
B,1993-07-15,49887,1,1
B,1993-07-16,2400,1,1
B,1993-07-17,53459,2,2
B,1993-07-20,107072,4,3
B,1993-07-23,25406,1,1
B,1993-07-24,8900,1,1
B,1993-07-25,24100,1,1
B,1993-07-31,6143.100019454956,14,8
B,1993-08-01,59614,2,1
B,1993-08-02,161423,4,1
B,1993-08-03,26939,2,1
B,1993-08-05,1085,1,1
B,1993-08-06,9505,1,1
B,1993-08-07,41578,2,2
B,1993-08-08,2070,1,1
B,1993-08-10,6035,2,2
B,1993-08-12,15400,2,1
B,1993-08-13,1017,1,1
B,1993-08-16,35939,2,2
B,1993-08-19,19200,2,2
B,1993-08-21,12741,1,1
B,1993-08-22,31770,1,1
B,1993-08-24,73935,3,2
B,1993-08-26,3379,1,1
B,1993-08-28,500,1,1
B,1993-08-29,800,1,1
B,1993-08-30,5000,1,1
B,1993-08-31,1777.599998474121,15,9
B,1993-09-01,5119,1,1
B,1993-09-03,16688,2,2
B,1993-09-04,108087,4,3
B,1993-09-05,4700,1,1
B,1993-09-06,22056,1,1
B,1993-09-07,110224,4,2
B,1993-09-08,10180,2,1
B,1993-09-09,22400,1,1
B,1993-09-10,60745,3,2
B,1993-09-12,45286,2,2
B,1993-09-13,12138,2,2
B,1993-09-14,28183,2,2
B,1993-09-15,78710,5,3
B,1993-09-16,64110,3,3
B,1993-09-17,19328,1,1
B,1993-09-18,60552,4,3
B,1993-09-19,16438,1,1
B,1993-09-21,40175,1,1
B,1993-09-23,114470,3,2
B,1993-09-25,7600,1,1
B,1993-09-27,70160,3,3
B,1993-09-28,4300,1,1
B,1993-09-30,8997.300028800964,20,12
B,1993-10-01,47189,1,1
B,1993-10-02,73329,3,2
B,1993-10-03,61940,2,2
B,1993-10-04,28900,1,1
B,1993-10-07,9787,2,2
B,1993-10-08,70610,4,4
B,1993-10-09,18500,1,1
B,1993-10-10,5830,2,2
B,1993-10-11,12500,1,1
B,1993-10-12,4800,1,1
B,1993-10-13,1017,1,1
B,1993-10-15,55053,2,2
B,1993-10-16,45421,2,2
B,1993-10-17,3300,1,1
B,1993-10-18,18400,2,2
B,1993-10-21,38157,3,3
B,1993-10-22,21053,1,1
B,1993-10-23,7200,1,1
B,1993-10-24,6200,1,1
B,1993-10-25,24969,2,2
B,1993-10-26,18904,2,2
B,1993-10-27,46491,2,2
B,1993-10-28,10000,3,2
B,1993-10-29,8200,1,1
B,1993-10-30,7500,1,1
B,1993-10-31,3066.4000034332275,23,13
B,1993-11-01,49114,2,1
B,1993-11-02,39369,3,2
B,1993-11-03,135675,4,2
B,1993-11-05,29864,2,1
B,1993-11-06,5759,1,1
B,1993-11-07,72728,5,4
B,1993-11-08,48909,3,3
B,1993-11-09,9100,1,1
B,1993-11-10,57513,4,4
B,1993-11-12,7281.2998046875,1,1
B,1993-11-13,80709,5,4
B,1993-11-14,25467,3,3
B,1993-11-15,42260,1,1
B,1993-11-16,51557,2,2
B,1993-11-17,51453,5,5
B,1993-11-18,8574,1,1
B,1993-11-19,9000,1,1
B,1993-11-22,151187,4,2
B,1993-11-23,51790,2,2
B,1993-11-26,52272,3,3
B,1993-11-27,30500,3,3
B,1993-11-29,14632,2,2
B,1993-11-30,57371.70000267029,27,14
B,1993-12-02,73764,4,3
B,1993-12-03,51383,2,2
B,1993-12-04,20400,3,3
B,1993-12-05,39244,3,3
B,1993-12-06,8829,1,1
B,1993-12-07,115440,7,4
B,1993-12-08,31210,2,2
B,1993-12-10,15595,3,3
B,1993-12-11,127335,5,4
B,1993-12-12,23637.2998046875,2,2
B,1993-12-13,12917,3,3
B,1993-12-14,11567,1,1
B,1993-12-15,16977,3,3
B,1993-12-16,43841,1,1
B,1993-12-17,104149,6,6
B,1993-12-18,32530,3,2
B,1993-12-20,10989,1,1
B,1993-12-21,7303,2,2
B,1993-12-22,34734,2,2
B,1993-12-23,6000,1,1
B,1993-12-24,37546,1,1
B,1993-12-26,17900,3,3
B,1993-12-27,57030,4,4
B,1993-12-29,50378,2,2
B,1993-12-30,8100,1,1
B,1993-12-31,10488.900021746755,34,17
B,1994-01-01,55000,7,5
B,1994-01-02,6600,2,1
B,1994-01-03,34863,2,2
B,1994-01-05,555,1,1
B,1994-01-06,16400,3,3
B,1994-01-07,26481,6,4
B,1994-01-08,21540,4,3
B,1994-01-09,31460,5,4
B,1994-01-10,19335,3,3
B,1994-01-11,17500,2,2
B,1994-01-12,35454.099609375,7,6
B,1994-01-13,57182,5,4
B,1994-01-14,98900,4,4
B,1994-01-15,32872,2,2
B,1994-01-16,136239,6,5
B,1994-01-17,12000,2,2
B,1994-01-18,31080,3,3
B,1994-01-20,5100,1,1
B,1994-01-21,62755,2,2
B,1994-01-23,7200,1,1
B,1994-01-24,24052,3,3
B,1994-01-25,23242,6,5
B,1994-01-26,23620,6,6
B,1994-01-27,17238,1,1
B,1994-01-29,35211,2,1
B,1994-01-30,5900,1,1
B,1994-01-31,122034.49996757507,39,17
B,1994-02-01,10300,2,2
B,1994-02-02,14513,1,1
B,1994-02-04,46326,2,2
B,1994-02-05,7740,3,2
B,1994-02-06,37400,1,1
B,1994-02-07,21681,3,3
B,1994-02-08,39680,4,2
B,1994-02-10,695,1,1
B,1994-02-12,54327.099609375,5,4
B,1994-02-13,13933,3,3
B,1994-02-14,21833,2,2
B,1994-02-15,45400,4,4
B,1994-02-16,27895,2,2
B,1994-02-17,21700,2,2
B,1994-02-19,21953,1,1
B,1994-02-20,25800,1,1
B,1994-02-22,49573,1,1
B,1994-02-23,79907,3,3
B,1994-02-24,49717,4,4
B,1994-02-25,6600,2,2
B,1994-02-28,8778.900019645691,37,17
B,1994-03-01,3400,1,1
B,1994-03-02,6500,1,1
B,1994-03-03,25000,2,2
B,1994-03-04,18805,1,1
B,1994-03-05,1640,2,2
B,1994-03-06,2600,1,1
B,1994-03-07,23481,3,3
B,1994-03-08,84840,4,4
B,1994-03-10,22630,3,3
B,1994-03-11,7800,1,1
B,1994-03-12,17603.099853515625,4,4
B,1994-03-13,3817,2,2
B,1994-03-14,15667,2,2
B,1994-03-15,31311,1,1
B,1994-03-17,49701,4,4
B,1994-03-21,9713,1,1
B,1994-03-22,6000,1,1
B,1994-03-24,48273,3,3
B,1994-03-25,12400,1,1
B,1994-03-26,10800,2,2
B,1994-03-27,79457,5,5
B,1994-03-28,3910,1,1
B,1994-03-29,162661,4,3
B,1994-03-30,25229,1,1
B,1994-03-31,31985.40000164509,44,18
B,1994-04-01,16400,2,2
B,1994-04-02,84160,2,2
B,1994-04-05,11100,1,1
B,1994-04-06,12700,2,2
B,1994-04-07,54787,3,3
B,1994-04-08,16944,1,1
B,1994-04-10,5830,2,2
B,1994-04-12,52146.500244140625,5,5
B,1994-04-13,15017,3,3
B,1994-04-15,60895,3,2
B,1994-04-16,52400,4,3
B,1994-04-17,6400,1,1
B,1994-04-18,10930,1,1
B,1994-04-20,5100,2,2
B,1994-04-21,55156,3,2
B,1994-04-23,55483,2,2
B,1994-04-24,87972,2,1
B,1994-04-25,57114,3,3
B,1994-04-26,3100,1,1
B,1994-04-27,61500,2,2
B,1994-04-28,51869,2,2
B,1994-04-29,2700,1,1
B,1994-04-30,14093.100014209747,40,18
B,1994-05-01,9000,1,1
B,1994-05-02,39000,1,1
B,1994-05-03,6600,1,1
B,1994-05-04,7600,1,1
B,1994-05-05,1085,1,1
B,1994-05-06,82000,5,5
B,1994-05-07,13881,2,2
B,1994-05-08,2070,1,1
B,1994-05-09,67386,3,3
B,1994-05-10,67080,6,6
B,1994-05-12,40123.099609375,3,3
B,1994-05-13,25740,4,4
B,1994-05-14,11901,1,1
B,1994-05-15,19200,2,2
B,1994-05-16,73057,5,5
B,1994-05-17,36561,3,3
B,1994-05-19,2100,1,1
B,1994-05-20,4833,1,1
B,1994-05-21,7000,1,1
B,1994-05-22,50749,4,4
B,1994-05-23,3108,1,1
B,1994-05-24,7689,1,1
B,1994-05-25,7000,2,2
B,1994-05-26,15700,3,3
B,1994-05-27,9415,1,1
B,1994-05-29,30828,1,1
B,1994-05-31,49782.90004387498,43,18
B,1994-06-01,141234,4,2
B,1994-06-02,3500,1,1
B,1994-06-03,15693,1,1
B,1994-06-04,6500,2,2
B,1994-06-05,6585,2,2
B,1994-06-06,41942,2,2
B,1994-06-07,13080,2,2
B,1994-06-08,69607,5,5
B,1994-06-09,19200,2,2
B,1994-06-10,13380,3,3
B,1994-06-11,33100,1,1
B,1994-06-12,37456.39990234375,6,4
B,1994-06-13,1017,1,1
B,1994-06-14,28275,1,1
B,1994-06-15,91500,5,5
B,1994-06-16,60498,2,2
B,1994-06-17,40274,3,3
B,1994-06-19,53444,2,2
B,1994-06-20,9700,1,1
B,1994-06-21,56752,2,1
B,1994-06-22,2400,1,1
B,1994-06-23,93857,3,2
B,1994-06-24,114293,5,4
B,1994-06-25,41500,3,3
B,1994-06-26,132312,4,4
B,1994-06-27,11641,1,1
B,1994-06-28,76007,5,4
B,1994-06-30,20163.599995091558,45,18
B,1994-07-01,56152,4,4
B,1994-07-02,49069,5,5
B,1994-07-03,7700,1,1
B,1994-07-05,25985,3,3
B,1994-07-06,40700,1,1
B,1994-07-07,21894,4,3
B,1994-07-08,18812,2,2
B,1994-07-09,5400,1,1
B,1994-07-10,5830,2,2
B,1994-07-11,8500,1,1
B,1994-07-12,44748.89990234375,8,7
B,1994-07-13,1017,1,1
B,1994-07-14,11567,1,1
B,1994-07-15,88315,5,5
B,1994-07-16,6900,1,1
B,1994-07-17,3900,1,1
B,1994-07-18,21112,1,1
B,1994-07-21,102947,4,4
B,1994-07-22,42151,2,2
B,1994-07-23,55928,2,2
B,1994-07-24,7400,2,2
B,1994-07-25,21400,2,2
B,1994-07-29,24738,1,1
B,1994-07-30,3600,1,1
B,1994-07-31,13066.999980211258,43,18
B,1994-08-01,4400,1,1
B,1994-08-04,44200,3,3
B,1994-08-05,68543,4,4
B,1994-08-07,57881,4,4
B,1994-08-08,8370,2,2
B,1994-08-10,5135,1,1
B,1994-08-11,99232,3,2
B,1994-08-12,49622.69921875,7,6
B,1994-08-13,7617,2,2
B,1994-08-14,19000,2,2
B,1994-08-15,20844,1,1
B,1994-08-17,11777,2,2
B,1994-08-18,15724,1,1
B,1994-08-19,17600,2,2
B,1994-08-21,26515,1,1
B,1994-08-22,4500,1,1
B,1994-08-23,11100,2,2
B,1994-08-24,50581,4,4
B,1994-08-25,56390,3,2
B,1994-08-26,35300,4,3
B,1994-08-27,1800,1,1
B,1994-08-29,21900,2,2
B,1994-08-31,66040.2999817133,43,18
B,1994-09-01,33372,1,1
B,1994-09-02,7560,2,2
B,1994-09-03,55518,4,4
B,1994-09-04,16136,2,2
B,1994-09-05,555,1,1
B,1994-09-06,41737,2,2
B,1994-09-07,15260,1,1
B,1994-09-08,11310,2,2
B,1994-09-09,149788,4,3
B,1994-09-10,31334,5,5
B,1994-09-12,37524.199462890625,6,6
B,1994-09-13,65178,4,3
B,1994-09-14,36344,3,3
B,1994-09-18,53503,2,2
B,1994-09-22,67219,3,3
B,1994-09-23,65622,5,4
B,1994-09-24,32689,1,1
B,1994-09-25,51052,2,2
B,1994-09-26,117670,3,2
B,1994-09-28,9600,1,1
B,1994-09-29,30369,2,2
B,1994-09-30,81276.40001526475,45,18
B,1994-10-02,18489,3,3
B,1994-10-03,16700,3,3
B,1994-10-04,22500,1,1
B,1994-10-05,555,1,1
B,1994-10-06,2176,1,1
B,1994-10-07,43342,2,2
B,1994-10-08,5200,1,1
B,1994-10-10,5830,2,2
B,1994-10-11,34009,1,1
B,1994-10-12,37140.99951171875,7,7
B,1994-10-13,57356,6,4
B,1994-10-15,53908,2,2
B,1994-10-16,19240,1,1
B,1994-10-18,24700,3,3
B,1994-10-21,48955,1,1
B,1994-10-22,21698,3,3
B,1994-10-23,76117,3,3
B,1994-10-24,10953,1,1
B,1994-10-28,53567,4,4
B,1994-10-29,8200,1,1
B,1994-10-30,81187,3,3
B,1994-10-31,52795.69998550415,43,18
B,1994-11-01,45409,2,2
B,1994-11-02,37200,4,4
B,1994-11-03,29600,1,1
B,1994-11-04,77053,2,1
B,1994-11-05,24585,2,2
B,1994-11-06,4900,1,1
B,1994-11-08,12300,1,1
B,1994-11-09,20600,1,1
B,1994-11-10,24951,3,3
B,1994-11-11,13800,1,1
B,1994-11-12,59590.8994140625,9,9
B,1994-11-13,4117,2,2
B,1994-11-14,14326,2,2
B,1994-11-16,37520,1,1
B,1994-11-17,166635,6,4
B,1994-11-18,7500,1,1
B,1994-11-20,31037,1,1
B,1994-11-21,31821,3,3
B,1994-11-22,18500,3,3
B,1994-11-23,33764,3,2
B,1994-11-24,46293,1,1
B,1994-11-25,30153,1,1
B,1994-11-27,60843,3,3
B,1994-11-28,148206,5,4
B,1994-11-29,126405,5,4
B,1994-11-30,10038.100008398294,45,19
B,1994-12-01,6000,1,1
B,1994-12-02,56800,4,4
B,1994-12-03,49470,3,3
B,1994-12-04,6611,1,1
B,1994-12-05,22458,5,5
B,1994-12-07,25974,3,3
B,1994-12-08,36670,5,4
B,1994-12-09,49300,2,2
B,1994-12-10,11495,2,2
B,1994-12-12,109369.89965820312,10,9
B,1994-12-13,37179,5,5
B,1994-12-14,19267,2,2
B,1994-12-15,46336,3,3
B,1994-12-16,25050,3,3
B,1994-12-17,75019,4,4
B,1994-12-18,63752,3,2
B,1994-12-20,6100,1,1
B,1994-12-21,11200,2,2
B,1994-12-22,32874,4,4
B,1994-12-23,13200,2,2
B,1994-12-24,16056,1,1
B,1994-12-27,15800,4,4
B,1994-12-28,35700,3,3
B,1994-12-29,15800,1,1
B,1994-12-30,6200,1,1
B,1994-12-31,4089.7999744415283,43,19
B,1995-01-01,145508,10,7
B,1995-01-02,41560,8,6
B,1995-01-03,13800,4,4
B,1995-01-04,53228,5,5
B,1995-01-05,18440,5,5
B,1995-01-06,3900,1,1
B,1995-01-07,66301,8,6
B,1995-01-08,23700,4,3
B,1995-01-10,34830,7,7
B,1995-01-11,16400,5,5
B,1995-01-12,51447.7998046875,9,7
B,1995-01-13,1017,1,1
B,1995-01-14,15188,1,1
B,1995-01-15,19906,2,2
B,1995-01-16,14200,3,2
B,1995-01-17,40604,2,2
B,1995-01-18,31500,3,3
B,1995-01-19,6000,2,2
B,1995-01-20,54546,3,3
B,1995-01-21,129094,8,8
B,1995-01-22,20400,3,3
B,1995-01-23,39131,4,4
B,1995-01-24,26100,6,4
B,1995-01-25,20461,2,2
B,1995-01-26,9500,3,3
B,1995-01-27,800,1,1
B,1995-01-28,11400,2,2
B,1995-01-29,73506,2,2
B,1995-01-30,11881,4,4
B,1995-01-31,32414.80001270771,53,19
B,1995-02-01,23900,2,2
B,1995-02-02,42387,3,3
B,1995-02-04,14700,1,1
B,1995-02-06,30653,2,2
B,1995-02-07,60012,4,4
B,1995-02-08,2070,1,1
B,1995-02-09,34836,1,1
B,1995-02-10,31100,3,3
B,1995-02-11,3000,1,1
B,1995-02-12,27492.399658203125,5,5
B,1995-02-14,15267,2,2
B,1995-02-15,17200,1,1
B,1995-02-16,15500,3,3
B,1995-02-17,8700,1,1
B,1995-02-19,23100,2,2
B,1995-02-20,26200,2,2
B,1995-02-21,6200,1,1
B,1995-02-22,6355,1,1
B,1995-02-24,33916,1,1
B,1995-02-25,64470,3,3
B,1995-02-26,14300,1,1
B,1995-02-27,45678,3,3
