account_id,loan_id,trans_id,trans_amount,balance,k_symbol,loan_amount,status,duration,payments
2176,5395,637277,1085.0,53172.7,SIPO,299088,B,36,8308.0
9640,6960,2910473,2600.0,19283.4,,76416,A,24,3184.0
8129,6668,2464772,6184.0,33476.2,SIPO,74736,A,36,2076.0
8173,6678,2477183,40840.0,64280.4,,80340,A,12,6695.0
8051,6647,2442357,26040.0,46961.0,,208320,A,48,4340.0
8566,6738,2593539,6100.0,23075.8,,230220,B,36,6395.0
7401,6499,2242868,7266.0,13685.0,SIPO,80952,A,24,3373.0
1603,5285,470802,1187.0,24601.0, ,78936,A,12,6578.0
7844,6596,2378533,31937.0,76768.8,,91584,A,24,3816.0
5215,6064,1531357,1400.0,19892.6,,14628,A,12,1219.0
5228,6066,1534913,49681.0,74046.5,,173808,A,24,7242.0
9265,6888,2797790,48352.0,69580.1,,39576,A,12,3298.0
9307,6895,2810042,3600.0,15868.9,,41904,A,12,3492.0
9265,6888,2797889,2500.0,67080.1,,39576,A,12,3298.0
2962,5576,869789,2800.0,39081.6,,31248,A,12,2604.0
4427,5882,1296176,9924.0,33429.3,,87816,A,12,7318.0
9828,6996,2967211,5700.0,48262.9,,126600,A,24,5275.0
11265,7284,3393752,7618.0,26823.9,,52788,A,12,4399.0
8261,6687,2502564,413.0,34587.4, ,87840,A,24,3660.0
8566,6738,2593208,555.0,22520.8,SIPO,230220,B,36,6395.0
10738,7192,3235439,186.0,19184.2,SIPO,115992,A,36,3222.0
11065,7249,3331524,11855.0,27037.9,,69360,A,48,1445.0
11021,7241,3317995,37400.0,58899.2,,168984,B,24,7041.0
9640,6960,2910869,8300.0,16986.4,,76416,A,24,3184.0
8027,6642,2434618,38818.0,64227.3,,77640,A,12,6470.0
8625,6745,2610567,7037.0,62588.2,,47304,A,24,1971.0
10105,7061,3047515,46267.0,73769.7,,121896,A,24,5079.0
1978,5351,581574,2900.0,24156.7,,205200,A,36,5700.0
7485,6520,2267986,10279.0,14892.9,SIPO,91200,A,24,3800.0
4937,6004,1450333,14658.0,47877.9,,143904,A,24,5996.0
9307,6895,2810114,4654.0,11214.9,SIPO,41904,A,12,3492.0
3834,5754,1122049,3114.0,10925.6,SIPO,23052,A,12,1921.0
8261,6687,2502928,2700.0,31887.4,,87840,A,24,3660.0
8330,6699,2524770,21118.0,53948.9,,7656,A,24,319.0
8489,6725,2571458,17606.0,52049.2,,265320,A,36,7370.0
8475,6721,2567158,6492.0,33904.9,,21072,A,24,878.0
8519,6729,2579308,13711.0,18808.7,SIPO,74688,A,12,6224.0
6030,6227,1777728,20037.0,63786.8,,28248,A,24,1177.0
6051,6232,1784356,4987.0,11842.5,,276660,B,36,7685.0
11021,7241,3317745,7800.0,51099.2,,168984,B,24,7041.0
9591,6950,2895469,17532.0,47398.1,,104712,A,24,4363.0
1843,5325,541695,17632.0,38313.7,,105804,A,36,2939.0
5481,6120,1613980,36430.0,54851.1,,209184,A,48,4358.0
2762,5533,810270,4500.0,48843.3,,111384,A,24,4641.0
7965,6624,2414865,22541.0,63688.9,,71460,A,12,5955.0
8041,6645,2439229,19200.0,41469.8,,140400,A,36,3900.0
4414,5877,1291760,9600.0,33228.7,,97224,A,24,4051.0
4414,5877,1291473,3509.0,29719.7, ,97224,A,24,4051.0
7454,6512,2258856,2306.0,12051.5,SIPO,63312,A,48,1319.0
6425,6306,1897330,12368.0,40113.6,,36684,A,12,3057.0
10364,7121,3122938,14493.0,35390.7,,21924,A,36,609.0
5270,6077,1549113,7000.0,31039.6,,79608,A,24,3317.0
9188,6863,2775881,66.0,36081.0,POJISTNE,127080,A,60,2118.0
9188,6863,2775593,12710.0,36147.0,,127080,A,60,2118.0
11135,7262,3353186,9800.0,30008.4,,182628,A,36,5073.0
3834,5754,1122193,3189.0,7736.6,POJISTNE,23052,A,12,1921.0
8566,6738,2593280,8894.0,13626.8, ,230220,B,36,6395.0
5952,6216,1754392,1374.0,30741.7, ,141240,A,24,5885.0
6040,6229,1781584,500.0,27459.2,,11736,A,24,489.0
7123,6456,2103040,16800.0,42404.0,,47016,A,12,3918.0
10663,7176,3213159,43339.0,81251.7,,260028,A,36,7223.0
6701,6356,1977915,4600.0,19947.2,,95400,A,36,2650.0
9472,6929,2862180,33275.0,73736.1,,36396,A,12,3033.0
9472,6929,2862169,39270.0,113006.0,,36396,A,12,3033.0
10439,7137,3145128,37890.0,89361.2,,151560,A,24,6315.0
8260,6686,2501890,37435.0,85393.1,,224604,A,36,6239.0
5428,6111,1599215,22600.0,40441.0,,174744,B,24,7281.0
5442,6112,1602745,2070.0,13944.6, ,174744,B,24,7281.0
5428,6111,1599112,6900.0,63041.0,,174744,B,24,7281.0
5442,6112,1602673,8110.0,5834.6,SIPO,174744,B,24,7281.0
4414,5877,1291401,3716.0,26003.7,SIPO,97224,A,24,4051.0
8625,6745,2610997,20000.0,42588.2,,47304,A,24,1971.0
10105,7061,3047798,13500.0,60269.7,,121896,A,24,5079.0
1603,5285,470730,2359.0,22242.0,SIPO,78936,A,12,6578.0
6425,6306,1897402,7000.0,33113.6,SIPO,36684,A,12,3057.0
5215,6064,1531213,372.0,19518.6,POJISTNE,14628,A,12,1219.0
1801,5316,528037,1300.0,21936.4,,165960,A,36,4610.0
9833,6998,2968827,48816.0,70459.5,,97632,A,12,8136.0
11135,7262,3352826,15469.0,45477.4,,182628,A,36,5073.0
11265,7284,3394160,1400.0,25423.9,,52788,A,12,4399.0
5952,6216,1754320,3028.0,27713.7,SIPO,141240,A,24,5885.0
10940,7226,3292184,24144.0,73194.5,,197748,A,36,5493.0
2167,5390,634342,6700.0,46013.8,,170256,A,24,7094.0
1762,5310,515641,1300.0,29494.7,,248148,A,36,6893.0
10105,7061,3047508,15079.0,75348.7,,121896,A,24,5079.0
1978,5351,581036,34202.0,58358.7,,205200,A,36,5700.0
5215,6064,1530997,15487.0,29690.6,,14628,A,12,1219.0
9403,6919,2841246,3225.0,34371.7,SIPO,120888,A,36,3358.0
9265,6888,2797786,38756.0,96343.1,,39576,A,12,3298.0
2705,5523,793938,10723.0,10060.7,SIPO,93888,A,36,2608.0
9188,6863,2775809,471.0,27674.0, ,127080,A,60,2118.0
9833,6998,2968899,6200.0,64259.5,,97632,A,12,8136.0
8489,6725,2571530,3835.0,48214.2,SIPO,265320,A,36,7370.0
9034,6820,2730663,4697.0,25621.2,SIPO,38148,A,12,3179.0
5952,6216,1754176,35312.0,63025.7,,141240,A,24,5885.0
3064,5599,898974,1600.0,9537.3,,15420,A,12,1285.0
10738,7192,3235511,8042.0,11142.2, ,115992,A,36,3222.0
1166,5189,343692,18631.0,37664.5,,149040,A,48,3105.0
11013,7240,3314782,756.0,20607.5,SIPO,274740,A,60,4579.0
9640,6960,2910617,4087.0,12899.4, ,76416,A,24,3184.0
2694,5519,789783,17585.0,50542.2,,91632,A,12,7636.0
2705,5523,793794,15649.0,25709.7,,93888,A,36,2608.0
8129,6668,2464844,1700.0,31776.2,,74736,A,36,2076.0
4576,5918,1339319,18910.0,32151.5,,300204,A,36,8339.0
8073,6650,2448745,695.0,27240.6,SIPO,49320,B,12,4110.0
8625,6745,2610675,2100.0,40488.2,,47304,A,24,1971.0
1978,5351,581252,5900.0,52458.7, ,205200,A,36,5700.0
6472,6315,1910372,38453.0,39253.0,,43164,A,12,3597.0
10320,7104,3110431,12414.0,35209.0,SIPO,259740,A,60,4329.0
9337,6903,2820297,2200.0,46232.8,,52128,A,24,2172.0
9104,6841,2750881,19238.0,48038.5,,172080,A,48,3585.0
5991,6223,1765865,16248.0,49021.8,,61056,A,48,1272.0
3064,5599,898902,4714.0,4823.3, ,15420,A,12,1285.0
6040,6229,1781296,22065.0,49524.2,,11736,A,24,489.0
816,5131,238823,1800.0,83693.6,,48624,A,24,2026.0
10738,7192,3235793,7800.0,18942.2,,115992,A,36,3222.0
10911,7220,3284206,7312.0,32466.6,SIPO,131292,A,36,3647.0
11111,7259,3344885,4736.0,17271.7,SIPO,108144,A,36,3004.0
1762,5310,515140,18908.0,48402.7,,248148,A,36,6893.0
2694,5519,789855,3532.0,47010.2,SIPO,91632,A,12,7636.0
7445,6509,2256530,1100.0,23033.7,,55368,A,24,2307.0
1603,5285,470658,7611.0,29853.0,,78936,A,12,6578.0
6363,6297,1879402,11720.0,48045.5,,17508,A,12,1459.0
7857,6598,2382816,137.0,49151.9,POJISTNE,68112,A,12,5676.0
10364,7121,3123010,6262.0,26228.7,SIPO,21924,A,36,609.0
9403,6919,2841174,3600.0,30771.7,,120888,A,36,3358.0
4427,5882,1296320,7200.0,21224.3,,87816,A,12,7318.0
9833,6998,2968971,6531.0,57728.5,SIPO,97632,A,12,8136.0
3834,5754,1122121,375.0,7361.6, ,23052,A,12,1921.0
6034,6228,1779116,7741.8,17123.2,UVER,464520,B,60,7742.0
5927,6210,1747186,10904.0,37380.9,,87216,B,48,1817.0
6034,6228,1779387,13500.0,24865.1,,464520,B,60,7742.0
7123,6456,2102708,3918.2,38485.8,UVER,47016,A,12,3918.0
7133,6460,2106595,2683.0,30468.6,SIPO,48672,A,36,1352.0
6930,6407,2044626,24193.0,66793.6,,25944,A,24,1081.0
6701,6356,1977689,2650.2,17297.0,UVER,95400,A,36,2650.0
6930,6407,2044698,800.0,65993.6,,25944,A,24,1081.0
11013,7240,3314710,4579.0,16028.5,UVER,274740,A,60,4579.0
11065,7249,3331824,700.0,26337.9,,69360,A,48,1445.0
2167,5390,634270,5922.0,40091.8,SIPO,170256,A,24,7094.0
9656,6965,2915555,13700.0,35746.8,,139536,A,24,5814.0
5481,6120,1614322,15800.0,39051.1,,209184,A,48,4358.0
2705,5523,793866,2608.2,23101.5,UVER,93888,A,36,2608.0
5428,6111,1598869,7281.3,33159.7,UVER,174744,B,24,7281.0
7401,6499,2242724,20236.0,33921.0,,80952,A,24,3373.0
1978,5351,581180,7001.0,45457.7,SIPO,205200,A,36,5700.0
7607,6546,2305326,1000.0,30143.8,,31728,A,24,1322.0
7857,6598,2382744,1042.0,48109.9, ,68112,A,12,5676.0
10266,7097,3094695,14900.0,826.0,SIPO,75624,B,24,3151.0
10364,7121,3123082,609.0,25619.7,UVER,21924,A,36,609.0
2,4959,362,3372.7,29636.0,UVER,80952,A,24,3373.0
1801,5316,527613,4167.0,9740.4,SIPO,165960,A,36,4610.0
4937,6004,1450126,3800.0,28577.9,,143904,A,24,5996.0
4937,6004,1450428,14700.0,32377.9,,143904,A,24,5996.0
4894,5997,1436838,4875.8,44875.5,UVER,117024,A,24,4876.0
9265,6888,2798160,2100.0,94243.1,,39576,A,12,3298.0
9265,6888,2798033,4017.0,90226.1, ,39576,A,12,3298.0
5270,6077,1548835,3317.0,27722.6,UVER,79608,A,24,3317.0
11265,7284,3393968,4399.0,17911.9,UVER,52788,A,12,4399.0
3834,5754,1121977,13875.0,21236.6,,23052,A,12,1921.0
8330,6699,2524842,3708.0,50240.9,SIPO,7656,A,24,319.0
8564,6737,2592035,38369.0,104545.0,,76680,A,24,3195.0
8519,6729,2579164,37346.0,56154.7,,74688,A,12,6224.0
7769,6580,2355396,42017.0,67021.2,,196080,A,48,4085.0
9034,6820,2730735,621.0,21821.2, ,38148,A,12,3179.0
3064,5599,898758,9254.0,14077.3,,15420,A,12,1285.0
6148,6253,1814536,23038.0,47195.5,,59760,A,24,2490.0
7133,6460,2106811,56.0,30253.6, ,48672,A,36,1352.0
2176,5395,637141,9216.0,51253.7,,299088,B,36,8308.0
9640,6960,2910401,19106.0,32005.4,,76416,A,24,3184.0
8129,6668,2464700,20612.0,52388.2,,74736,A,36,2076.0
5442,6112,1602817,1017.0,4817.6,POJISTNE,174744,B,24,7281.0
2762,5533,810676,2600.0,38618.3,,111384,A,24,4641.0
2762,5533,810414,733.0,41218.3, ,111384,A,24,4641.0
2762,5533,810566,12600.0,26018.3,,111384,A,24,4641.0
8625,6745,2610747,8151.0,32337.2,SIPO,47304,A,24,1971.0
7454,6512,2259217,6500.0,22246.5,,63312,A,48,1319.0
7485,6520,2267842,22799.0,37691.9,,91200,A,24,3800.0
790,5126,232144,3700.0,22475.1,,208128,B,48,4336.0
4937,6004,1450198,2687.0,25890.9,SIPO,143904,A,24,5996.0
9307,6895,2810186,2735.0,8479.9, ,41904,A,12,3492.0
6555,6336,1935497,22170.0,50114.3,,212400,A,36,5900.0
9833,6998,2969043,5915.0,51813.5, ,97632,A,12,8136.0
3834,5754,1122337,2100.0,21474.6,,23052,A,12,1921.0
8261,6687,2502636,646.0,23503.5,POJISTNE,87840,A,24,3660.0
9034,6820,2730807,9115.0,34510.2,POJISTNE,38148,A,12,3179.0
5952,6216,1754464,3684.0,57747.7,POJISTNE,141240,A,24,5885.0
6040,6229,1781512,5015.0,41874.2,POJISTNE,11736,A,24,489.0
7133,6460,2106883,1700.0,24553.6,,48672,A,36,1352.0
6930,6407,2044784,5040.0,60953.6,,25944,A,24,1081.0
1166,5189,343836,4397.0,30162.4,SIPO,149040,A,48,3105.0
11013,7240,3314854,9499.0,48773.5, ,274740,A,60,4579.0
9591,6950,2895860,8900.0,34352.1,,104712,A,24,4363.0
5622,6150,1657387,573.0,36895.9, ,83016,A,12,6918.0
4337,5861,1268160,7300.0,28440.5,,51408,A,24,2142.0
8173,6678,2477438,14100.0,50180.4,,80340,A,12,6695.0
8041,6645,2438867,23850.0,65319.8,,140400,A,36,3900.0
8073,6650,2448817,11567.0,15673.6, ,49320,B,12,4110.0
4414,5877,1291545,4800.0,21203.7,,97224,A,24,4051.0
7607,6546,2305182,14845.0,44988.8,,31728,A,24,1322.0
6363,6297,1879474,1200.0,46845.5,,17508,A,12,1459.0
1527,5269,449040,10266.0,85875.4,,164052,B,36,4557.0
9236,6876,2789217,2239.0,22461.7,SIPO,86616,A,12,7218.0
2962,5576,869951,8400.0,77714.6,,31248,A,12,2604.0
5270,6077,1548763,44749.0,72471.6,,79608,A,24,3317.0
8261,6687,2502348,21959.0,45462.5,,87840,A,24,3660.0
8564,6737,2592179,7170.0,97375.1,SIPO,76680,A,24,3195.0
7769,6580,2355634,13200.0,48121.2,,196080,A,48,4085.0
7769,6580,2355636,5700.0,61321.2,,196080,A,48,4085.0
6030,6227,1777800,1300.0,62486.8,,28248,A,24,1177.0
1166,5189,344093,1600.0,28562.4,,149040,A,48,3105.0
2176,5395,637205,10000.0,41253.7,,299088,B,36,8308.0
5442,6112,1603024,14300.0,19117.6,,174744,B,24,7281.0
1787,5314,524064,16200.0,41055.8,,96396,B,12,8033.0
7454,6512,2259000,1400.0,20846.5,,63312,A,48,1319.0
1527,5269,448973,4900.0,50675.4,,164052,B,36,4557.0
4894,5997,1437087,8700.0,36175.5,,117024,A,24,4876.0
4937,6004,1450531,1900.0,27790.9,,143904,A,24,5996.0
6555,6336,1935500,48828.0,98942.3,,212400,A,36,5900.0
4448,5887,1302292,23071.0,47552.8,,192744,A,36,5354.0
8489,6725,2571825,12100.0,36114.2,,265320,A,36,7370.0
6040,6229,1781806,10000.0,31874.2,,11736,A,24,489.0
6273,6279,1853158,11300.0,35228.7,,87360,A,24,3640.0
7123,6456,2102608,12869.0,51354.8,,47016,A,12,3918.0
10738,7192,3235367,3700.0,15242.2,,115992,A,36,3222.0
10940,7226,3292328,5700.0,43294.5,,197748,A,36,5493.0
8173,6678,2477255,5000.0,45180.4,,80340,A,12,6695.0
4414,5877,1291662,2400.0,18803.7,,97224,A,24,4051.0
5120,6038,1502010,16000.0,42244.1,,323472,A,48,6739.0
790,5126,232218,20995.0,1480.1,,208128,B,48,4336.0
9403,6919,2841410,10500.0,20271.7,,120888,A,36,3358.0
290,5032,86582,15377.0,75073.5,,123696,A,48,2577.0
8566,6738,2593136,6900.0,6726.8,,230220,B,36,6395.0
7753,6577,2349821,2400.0,20808.9,,51696,A,24,2154.0
3064,5599,899199,4100.0,18177.3,,15420,A,12,1285.0
5442,6112,1602601,8500.0,10617.6,,174744,B,24,7281.0
1527,5269,449151,13200.0,37475.4,,164052,B,36,4557.0
8260,6686,2502184,27400.0,57993.1,,224604,A,36,6239.0
7123,6456,2102607,41075.0,92429.8,,47016,A,12,3918.0
10973,7235,3302614,25422.0,51938.4,,154416,A,48,3217.0
8129,6668,2464918,5760.0,46628.2,,74736,A,36,2076.0
5228,6066,1535257,25000.0,49046.5,,173808,A,24,7242.0
9307,6895,2810476,7000.0,15479.9,,41904,A,12,3492.0
7769,6580,2355419,11722.0,59843.2,,196080,A,48,4085.0
5991,6223,1766297,12500.0,36521.8,,61056,A,48,1272.0
5891,6202,1736962,3000.0,33808.4,,65184,A,12,5432.0
3064,5599,899097,4080.0,14097.3,,15420,A,12,1285.0
9472,6929,2862250,3400.0,92506.1,,36396,A,12,3033.0
10439,7137,3145507,30500.0,58861.2,,151560,A,24,6315.0
8260,6686,2501962,7400.0,50593.1,,224604,A,36,6239.0
8625,6745,2610816,13419.0,18918.2,,47304,A,24,1971.0
7445,6509,2256313,18198.0,4835.7,,55368,A,24,2307.0
1106,5176,323651,21953.0,49017.3,,192552,B,24,8023.0
2962,5576,869707,11272.0,88986.6,,31248,A,12,2604.0
9833,6998,2969312,13200.0,38613.5,,97632,A,12,8136.0
7753,6577,2349727,26781.0,47589.9,,51696,A,24,2154.0
6030,6227,1777984,19000.0,43486.8,,28248,A,24,1177.0
3050,5595,894871,17668.0,25625.2,,82896,A,12,6908.0
10788,7198,3249183,2800.0,26107.2,,45768,A,12,3814.0
9403,6919,2841515,4700.0,24971.7,,120888,A,36,3358.0
9656,6965,2915371,11640.0,24106.8,,139536,A,24,5814.0
2694,5519,789927,8000.0,39010.2,,91632,A,12,7636.0
6473,6316,1911161,25800.0,47991.2,,76908,B,12,6409.0
6555,6336,1935575,7300.0,91642.3,,212400,A,36,5900.0
4448,5887,1302379,4100.0,43452.8,,192744,A,36,5354.0
9640,6960,2910769,6000.0,26005.4,,76416,A,24,3184.0
8129,6668,2465024,11300.0,35328.2,,74736,A,36,2076.0
4576,5918,1339463,6200.0,25951.5,,300204,A,36,8339.0
7401,6499,2243142,3500.0,27048.3,,80952,A,24,3373.0
7445,6509,2256232,2600.0,2235.7,,55368,A,24,2307.0
2,4959,708,3500.0,26136.0,,80952,A,24,3373.0
8330,6699,2525136,9400.0,40840.9,,7656,A,24,319.0
8564,6737,2592107,3400.0,93975.1,,76680,A,24,3195.0
8982,6808,2715962,3900.0,22087.3,,227880,A,36,6330.0
5891,6202,1736693,4200.0,29608.4,,65184,A,12,5432.0
6701,6356,1977752,6765.0,10532.0,,95400,A,36,2650.0
6701,6356,1977750,9004.0,1528.0,,95400,A,36,2650.0
2486,5479,726941,16900.0,37083.1,,24516,A,12,2043.0
2762,5533,810172,28624.0,54642.3,,111384,A,24,4641.0
5428,6111,1598782,49573.0,82732.7,,174744,B,24,7281.0
10105,7061,3047903,22200.0,53148.7,,121896,A,24,5079.0
6425,6306,1897664,3900.0,29213.6,,36684,A,12,3057.0
10364,7121,3123200,1200.0,24419.7,,21924,A,36,609.0
5256,6072,1544938,10200.0,39210.7,,193968,A,36,5388.0
9104,6841,2750879,22153.0,60091.5,,172080,A,48,3585.0
9034,6820,2731029,5800.0,28710.2,,38148,A,12,3179.0
6034,6228,1779045,15843.0,30566.2,,464520,B,60,7742.0
10911,7220,3284464,2400.0,30066.6,,131292,A,36,3647.0
1787,5314,523639,42057.0,83112.9,,96396,B,12,8033.0
7485,6520,2268253,5100.0,29691.9,,91200,A,24,3800.0
6473,6316,1910960,22007.0,25984.2,,76908,B,12,6409.0
5927,6210,1747583,7100.0,30280.9,,87216,B,48,1817.0
173,5002,52108,12900.0,39326.2,,104808,A,12,8734.0
6051,6232,1784719,8400.0,17442.5,,276660,B,36,7685.0
11021,7241,3317678,19935.0,71034.2,,168984,B,24,7041.0
2176,5395,637156,14282.0,55535.7,,299088,B,36,8308.0
1843,5325,542086,1000.0,27381.0,,105804,A,36,2939.0
7844,6596,2378854,27400.0,49368.8,,91584,A,24,3816.0
2962,5576,870059,29500.0,59486.6,,31248,A,12,2604.0
3674,5723,1074983,33285.0,45594.9,,23628,A,12,1969.0
2361,5453,690857,500.0,500.0,,156672,A,36,4352.0
2419,5464,706489,38800.0,58762.4,,95808,A,12,7984.0
10131,7066,3055799,2600.0,28768.6,,215388,B,36,5983.0
7485,6520,2268152,9600.0,20091.9,,91200,A,24,3800.0
1527,5269,448974,4000.0,33475.4,,164052,B,36,4557.0
3674,5723,1075098,2100.0,43494.9,,23628,A,12,1969.0
6425,6306,1897475,3300.0,25913.6,,36684,A,12,3057.0
5215,6064,1531578,500.0,28320.6,,14628,A,12,1219.0
2962,5576,869704,24103.0,83589.6,,31248,A,12,2604.0
8519,6729,2579546,12700.0,37154.7,,74688,A,12,6224.0
7123,6456,2102598,43541.0,135971.0,,47016,A,12,3918.0
7123,6456,2103041,38500.0,97470.8,,47016,A,12,3918.0
10940,7226,3292450,3000.0,40294.5,,197748,A,36,5493.0
2762,5533,810170,18824.0,73466.3,,111384,A,24,4641.0
6425,6306,1897474,2700.0,23213.6,,36684,A,12,3057.0
5228,6066,1534986,4700.0,44346.5,,173808,A,24,7242.0
4448,5887,1302636,6900.0,36552.8,,192744,A,36,5354.0
1843,5325,3591362,105.9,27486.9,UROK,105804,A,36,2939.0
2705,5523,3619964,94.0,23195.5,UROK,93888,A,36,2608.0
2694,5519,3619555,166.3,39176.5,UROK,91632,A,12,7636.0
6030,6227,3673985,196.0,43682.8,UROK,28248,A,24,1177.0
7123,6456,3680265,292.9,97763.7,UROK,47016,A,12,3918.0
6930,6407,3678936,261.5,61215.1,UROK,25944,A,24,1081.0
6148,6253,3674578,108.0,36703.4,UROK,59760,A,24,2490.0
6472,6315,3676603,111.0,39364.0,UROK,43164,A,12,3597.0
7133,6460,3680376,114.3,24667.9,UROK,48672,A,36,1352.0
6273,6279,3675348,193.2,35421.9,UROK,87360,A,24,3640.0
5256,6072,3682136,176.2,39386.9,UROK,193968,A,36,5388.0
6363,6297,3675977,172.0,37317.5,UROK,17508,A,12,1459.0
5891,6202,3673352,151.8,29760.2,UROK,65184,A,12,5432.0
6701,6356,3677734,59.8,1587.8,UROK,95400,A,36,2650.0
6040,6229,3674053,137.7,32012.0,UROK,11736,A,24,489.0
5991,6223,3673863,141.8,36663.6,UROK,61056,A,48,1272.0
5952,6216,3673674,218.2,57965.9,UROK,141240,A,24,5885.0
6555,6336,3677035,249.9,91892.1,UROK,212400,A,36,5900.0
9337,6903,3682693,0.3,33375.0,SANKC. UROK,52128,A,24,2172.0
9337,6903,3682692,183.6,33376.2,UROK,52128,A,24,2172.0
6425,6306,3676279,125.8,23339.3,UROK,36684,A,12,3057.0
5927,6210,3682266,112.7,30393.6,UROK,87216,B,48,1817.0
7753,6577,2350020,14.6,47702.2,SLUZBY,51696,A,24,2154.0
7769,6580,2355677,14.6,60026.3,SLUZBY,196080,A,48,4085.0
9034,6820,2730964,14.6,28972.4,SLUZBY,38148,A,12,3179.0
8982,6808,2715898,14.6,22192.1,SLUZBY,227880,A,36,6330.0
6034,6228,1779317,30.0,30607.8,SLUZBY,464520,B,60,7742.0
5891,6202,1736892,14.6,29745.6,SLUZBY,65184,A,12,5432.0
5952,6216,1754713,14.6,57951.3,SLUZBY,141240,A,24,5885.0
6030,6227,1777921,14.6,43668.2,SLUZBY,28248,A,24,1177.0
3064,5599,899133,14.6,14137.1,SLUZBY,15420,A,12,1285.0
3050,5595,895010,14.6,25741.1,SLUZBY,82896,A,12,6908.0
6051,6232,1784656,14.6,17479.5,SLUZBY,276660,B,36,7685.0
6040,6229,1781739,14.6,31997.4,SLUZBY,11736,A,24,489.0
7133,6460,2107034,14.6,24653.3,SLUZBY,48672,A,36,1352.0
7123,6456,2102970,100.0,97663.7,SLUZBY,47016,A,12,3918.0
6930,6407,2044823,14.6,61200.5,SLUZBY,25944,A,24,1081.0
813,5130,237888,14.6,34360.8,SLUZBY,24312,A,12,2026.0
816,5131,239060,14.6,84030.7,SLUZBY,48624,A,24,2026.0
3674,5723,1075366,14.6,43565.8,SLUZBY,23628,A,12,1969.0
7445,6509,3454554,66.1,2329.0,UROK,55368,A,24,2307.0
6473,6316,3453612,155.0,26139.2,UROK,76908,B,12,6409.0
9337,6903,3456564,182.3,33192.7,UROK,52128,A,24,2172.0
9337,6903,3456565,0.5,33375.3,SANKC. UROK,52128,A,24,2172.0
6034,6228,3453051,71.6,30637.8,UROK,464520,B,60,7742.0
6051,6232,3453117,51.6,17494.1,UROK,276660,B,36,7685.0
5927,6210,3452901,112.4,30506.0,UROK,87216,B,48,1817.0
9591,6950,3512807,153.7,34505.8,UROK,104712,A,24,4363.0
9828,6996,3515268,157.2,35720.1,UROK,126600,A,24,5275.0
10320,7104,3520166,118.9,30999.1,UROK,259740,A,60,4329.0
10266,7097,3519770,1.0,-2284.4,SANKC. UROK,75624,B,24,3151.0
10266,7097,3519769,28.6,-2283.4,UROK,75624,B,24,3151.0
9656,6965,3513448,174.1,24280.8,UROK,139536,A,24,5814.0
9307,6895,3509933,51.8,15531.8,UROK,41904,A,12,3492.0
9337,6903,3510174,0.5,33375.7,SANKC. UROK,52128,A,24,2172.0
9640,6960,3513214,99.1,26104.5,UROK,76416,A,24,3184.0
9472,6929,3511501,341.3,92847.4,UROK,36396,A,12,3033.0
10105,7061,3517996,256.4,53405.2,UROK,121896,A,24,5079.0
9337,6903,3510173,177.5,33010.4,UROK,52128,A,24,2172.0
9236,6876,3509523,55.9,22606.9,UROK,86616,A,12,7218.0
9403,6919,3510794,124.6,25096.3,UROK,120888,A,36,3358.0
10364,7121,3520600,99.3,24518.9,UROK,21924,A,36,609.0
9833,6998,3515358,165.7,38779.2,UROK,97632,A,12,8136.0
9265,6888,3509742,308.1,90854.1,UROK,39576,A,12,3298.0
10738,7192,3235725,30.0,15283.4,SLUZBY,115992,A,36,3222.0
1166,5189,344026,14.6,28653.2,SLUZBY,149040,A,48,3105.0
10911,7220,3284398,30.0,30158.7,SLUZBY,131292,A,36,3647.0
10940,7226,3292486,14.6,40472.0,SLUZBY,197748,A,36,5493.0
6701,6356,1977847,30.0,1557.8,SLUZBY,95400,A,36,2650.0
3834,5754,3657078,72.4,21547.0,UROK,23052,A,12,1921.0
11021,7241,3317929,14.6,71490.7,SLUZBY,168984,B,24,7041.0
11013,7240,3315048,30.0,48898.1,SLUZBY,274740,A,60,4579.0
11111,7259,3345026,14.6,19135.6,SLUZBY,108144,A,36,3004.0
10973,7235,3302918,30.0,52068.0,SLUZBY,154416,A,48,3217.0
11065,7249,3331756,14.6,26426.2,SLUZBY,69360,A,48,1445.0
10266,7097,3457798,13.3,-2312.0,UROK,75624,B,24,3151.0
10266,7097,3457799,17.6,-2316.6,SANKC. UROK,75624,B,24,3151.0
10131,7066,3457502,164.0,28932.6,UROK,215388,B,36,5983.0
10788,7198,3458334,89.4,26196.6,UROK,45768,A,12,3814.0
11021,7241,3458667,235.5,71269.7,UROK,168984,B,24,7041.0
3674,5723,3651547,85.5,43580.4,UROK,23628,A,12,1969.0
9472,6929,2862494,30.0,92817.4,SLUZBY,36396,A,12,3033.0
9591,6950,2895793,14.6,34491.2,SLUZBY,104712,A,24,4363.0
2167,5390,634462,14.6,40247.3,SLUZBY,170256,A,24,7094.0
2176,5395,637551,14.6,55700.8,SLUZBY,299088,B,36,8308.0
9656,6965,2915494,14.6,24266.2,SLUZBY,139536,A,24,5814.0
9640,6960,2910801,14.6,26089.9,SLUZBY,76416,A,24,3184.0
1843,5325,542018,14.6,27472.3,SLUZBY,105804,A,36,2939.0
5481,6120,1614258,14.6,39165.6,SLUZBY,209184,A,48,4358.0
5622,6150,1657587,14.6,37043.2,SLUZBY,83016,A,12,6918.0
3064,5599,3631759,54.4,14151.7,UROK,15420,A,12,1285.0
